Year,Organisation,Critical Industry,Organisation size,Level of digital intensity,Sector,Country,Cyber security role,Cyber security frameworks,Education and awareness policy,Policy,"Prevention, Detection and Recovery",Improper network segmentation,Inappropriate remote access,Absence of encryption,Detector,Restructuring after attack,Bribe/ransom paid,Free identity or credit theft monitoring,Additional disclosure of information,Number of users affected,Overall nature of attack,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Individual(s) name(s) leaked/exposed,Address(es) leaked/exposed,Other personally identifiable information (PII) leaked/exposed,Track 1 - Credit card details leaked/exposed,Track 2 - Credit card details leaked/exposed,Social security number/tax number leaked/exposed,Subsequent fraudulent use of data,Investigation,Undertook investigation,Litigation by public,Penalties/settlement paid or actions imposed,Imposed penalties or actions on organisation,Fines issued by government or relevant body,Settlement paid,Effect on share price,Summary,
2018,"North American Risk Services, Inc.",Yes,Medium,High,Finance and insurance,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2007,North Carolina Department of Transportation,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,No,NA,25000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2014,North Dakota University System,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,No,Yes,Yes,Credit card/bank,No,No,No,No,290800,NA,NA,External,NA,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2015,North East Medical Services,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,No,69246,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2015,North Shore Care Supply,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,Vendor vulnerability,High,Confidentiality,Yes,No,No,Yes,NA,No,Yes,No,No,No,No,No,No,No,NA,Ransomware ,
2014,North Shore Jewish Health Systems,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,No,No,18000,Type 3,Physical Theft,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptops stolen,
2018,Northbay Healthcare corporation,Yes,Large,Low-Medium,Human health activities,USA,Yes,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2013,Northrop Grunman,No,Large,High,Scientific research and development,USA,Yes,No,No,Yes,Low,No,Yes,Yes,Organisation,Yes,No,Yes,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2018,NorthStar Anaesthesia,Yes,Large,Low-Medium,Human health activities,USA,Yes,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2012,Northwest Florida State College,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,NA,NA,280000,NA,NA,External,NA,High,Confidentiality,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,Unknown,
2017,Northwest Rheumatology,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,No,No,Yes,No,19203,Type 1,Installed malware,External,NA,High,Availability,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware,
2006,Northwestern University,No,Large,Low-Medium,Education,USA,No,No,No,NA,Low,Yes,No,Yes,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown device attack,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Computer was targeted,
2005,Northwestern University,No,Large,Low-Medium,Education,USA,No,No,No,NA,Low,Yes,No,Yes,Organisation,NA,No,NA,NA,21500,NA,NA,External,Unknown device attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Server compromised. Unclear how much data actually affected as 3500 definitely but 18000 potentially,
2014,Nova Southeastern University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2017,Nova Southeastern University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Devices stolen,
2017,Nuance Communications,Yes,Large,High,IT and other information services,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,Yes,45000,Type 1,Installed malware,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No change,Malware installed,
2012,Nvidia,Yes,Large,Medium-High,"Computer, electronic and optical products",USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,NA,NA,Missing,Type 4,Web compromise,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No change,Unknown attack on website,
2016,O'Charley's Restaurant  Bar,Yes,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,Yes,Missing,Type 1,Installed malware,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2007,Oak Ridge National Laboratory,No,Large,High,Scientific research and development,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,Missing,Type 1,Installed malware,External,Social engineering,Low,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Social engineering led to database access,
2011,Oak Ridge National Laboratory,No,Large,High,Scientific research and development,USA,No,No,No,Yes,Medium,Yes,No,No,Organisation,Yes,No,No,No,Missing,Type 1,Installed malware,External,Social engineering,Low,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Social engineering led to database access,
2015,Oakland Family Services,No,Medium,Low-Medium,Residential care and social work activities,USA,No,No,No,Yes,Low,No,Yes,Yes,Organisation,Yes,No,Yes,No,16000,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2017,Occidental College,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,NA,Low,Confidentiality,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2013,"OCS America, Inc.",Yes,NA,Low,Transportation storage,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,No,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Phishing attack,
2013,Office of Dr. Hankyu Chung,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,Missing,Type 3,Physical Theft,External,Physical device,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Laptop stolen ,
2013,Office of Dr. Kathleen Whisman,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,8900,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Computer stolen,
2013,Office of Dr. Stephen Imrie,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,8900,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Computer stolen,
2013,Office of Janna Benkelman,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen ,
2015,"OH Muhlenberg, LLC ",Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,Yes,No,Missing,Type 1,Installed malware,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Keystroke logger installed,
2010,Ohio State University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,NA,Yes,760000,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Server hacked,
2007,Ohio State University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,NA,No,NA,Organisation,NA,No,NA,Yes,14000,Type 2,Misuse of resources,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Hackers gained access to an exposed database ,
2007,Ohio state workers,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,NA,No,NA,NA,225000,Type 3,Physical Theft,External,Physical device,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Device stolen,
2006,Ohio University,No,Large,Low-Medium,Education,USA,Yes,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,NA,NA,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,Three combination of attacks including compromising servers to launch other  attacks and access data,
2017,Oklahoma Department of Human Services,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,47000,NA,NA,External,NA,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2008,Oklahoma State University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,No,NA,70000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2018,Oklahoma State University ,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,280000,NA,NA,External,NA,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2013,Olson & White Orthodontics,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,10000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Computers stolen,
2016,Omni Hotels & Resorts,No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,No,50000,Type 1,Installed malware,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Malware installed at PoS,
2017,Onco360  CareMed Speciality Pharmacy,Yes,Medium,Low-Medium,Pharmaceutical products,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,360000,Type 2,Misuse of resources,External,NA,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2017,"Oncology Consultants, P.A.",Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,Yes,19203,Type 1,Installed malware,External,NA,High,Availability,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2017,OneLogin,Yes,Large,High,IT and other information services,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,NA,Yes,Missing,NA,NA,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2018,OneMain Financial,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,Type 2,Misuse of resources,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2017,OnePlus,Yes,Large,Medium-High,"Computer, electronic and optical products",USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,40000,Type 1,Installed malware,External,Insufficient input validation,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,Yes,No,No,No,No,No,No,No,NA,Code placed on website,
2013,OneWest Bank,Yes,Large,High,Finance and insurance,USA,Yes,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,Yes,Missing,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2014,Onsite Health Diagnostics (OHD),Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,No,60582,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Server hacked,
2017,Operating Engineers Local Union No. 3,Yes,Small,Medium-High,Machine equipment,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,NA,Yes,Missing,Type 4,Web compromise,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,NA,Unknown attack on website,
2016,Opes Advisors,Yes,NA,High,Finance and insurance,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2013,OptiNose US Inc.,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2014,OptumRX,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Files stolen,
2016,"OptumRx, Inc.",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2016,Oracle's MICROS Point-of-Sale,Yes,Large,High,IT and other information services,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,No,Missing,Type 1,Installed malware,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No change,Malicious code inserted into system,
2013,Orange County Anaheim Medical Center,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,49000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Flash drive stolen,
2015,Orange County Employees Association,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,No,No,No,Organisation,No,No,Yes,Yes,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2014,Orangeburg-Calhoun Technical College,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,20000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2017,Orbitz,No,Large,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,NA,No,NA,NA,880000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2013,Oregon Health  Science University,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,NA,Laptop stolen,
2010,Oregon State University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,No,No,Yes,Yes,34000,Type 1,Installed malware,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Virus installed,
2015,Oregon's Health CO-OP,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,No,Organisation,No,No,Yes,No,15000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2013,Orthopedic Physician Associates,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2013,Osprey Packs,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Medium,Yes,Yes,Yes,Public,Yes,No,No,Yes,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2013,Ouidad,No,Medium,High,Other service activities,USA,No,No,No,Yes,High,Yes,Yes,Yes,Organisation,Yes,No,Yes,No,Missing,NA,NA,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unknown,
2013,"Outdoor Network, LLC",No,NA,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,High,Yes,Yes,Yes,Organisation,Yes,No,Yes,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2013,OVH,Yes,NA,High,IT and other information services,USA,No,No,No,Yes,High,Yes,Yes,Yes,Organisation,Yes,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2014,P.F. Changs,Yes,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,No,No,Yes,Federal Agency,NA,No,Yes,Yes,7000000,Type 1,Installed malware,External,Unknown network attack,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,Yes,Yes,Yes,No,No,No,No,NA,Malware installed on PoS,
2010,P.K. Yonge,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,Yes,8300,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Laptop stolen,
2017,Pacific Alliance Medical Center,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,Yes,266123,Type 1,Installed malware,External,Unknown network attack,High,Availability,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2014,Pacific BioSciences of California Inc.,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,No,Organisation,No,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2018,PageUp,No,Large,High,Administrative and support service,Australia,Yes,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Suspicious activity within network,
2014,Palomar Health,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop and flash drives stolen,
2019,Parliament House,Yes,Medium,Medium-High,Public administration and defence,Australia,Yes,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,No,Yes,Missing,Type 1,Installed malware,External,NA,Low,Confidentiality,NA,NA,NA,No,No,NA,No,Yes,Yes,No,No,No,No,No,NA,Malware installed,
2019,Pasquotank-Camden Emergency Medical Service,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,No,Low,Yes,No,Yes,Organisation,Yes,No,Yes,NA,40000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2010,Paul Martin's American Bistro,Yes,Medium,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,NA,No,Yes,Federal Agency,Yes,No,NA,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,Yes,Yes,Yes,No,No,No,No,No,NA,Unknown,
2017,Paul Stuart,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Low,No,No,Yes,NA,Yes,No,Yes,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2016,"PAX Labs, Inc. ",Yes,Medium,High,IT and other information services,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unauthorised software,
2017,PayAsUGym,No,Small,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,NA,NA,NA,Federal Agency,Yes,No,No,Yes,300000,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unknown,
2013,PayJunction,Yes,Medium,High,Finance and insurance,USA,No,No,No,Yes,Medium,NA,No,Yes,Organisation,Yes,No,Yes,No,Missing,NA,NA,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2013,Paymast'r Services,Yes,Small,High,Finance and insurance,USA,No,No,No,Yes,Low,No,No,No,Organisation,No,No,Yes,Yes,Missing,Type 2,NA,External,Vendor vulnerability,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown attack on vendor's managed websites,
2014,Paytime Inc.,Yes,Medium,High,Finance and insurance,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,233000,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Unknown,
2018,PDQ Restaurants,Yes,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Medium,NA,Yes,NA,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
